0	8.72102
1	8.610147
2	12.389659
3	16.176468
4	19.49822
5	25.027246
6	25.649904
7	28.692575
8	32.61803
9	37.46331
10	40.90971
11	43.9022
12	46.152485
13	49.520046
14	52.942726
15	56.319027
16	61.284485
17	65.2471
18	65.74203
19	65.935234
20	67.49507
21	68.01371
22	69.339294
23	74.235306
24	81.27284
25	86.22432
26	88.72858
27	90.281555
28	85.15153
29	87.02783
30	98.28682
31	110.15514
32	122.3124
33	126.477
34	128.06668
35	131.45222
36	134.67828
37	136.23592
38	137.18968
39	147.22011
40	146.28465
41	152.90633
42	157.42834
43	161.52731
44	168.78802
45	183.80858
46	166.32375
47	192.15631
48	197.57983
49	197.96434
50	186.76877
51	194.04811
52	183.95369
53	197.31323
54	184.83821
55	196.82841
56	198.85678
57	216.73495
58	204.95866
59	205.83583
60	206.58936
61	207.13438
62	212.45555
63	206.7646
64	220.4356
65	229.6068
66	220.83496
67	239.84966
68	212.60368
69	249.17758
70	230.82597
71	201.87357
72	271.3114
73	287.88165
74	306.84332
75	258.5
76	268.84778
77	283.72754
78	213.6016
79	264.49
80	159.57445
81	243.53502
82	270.37497
83	269.26498
84	293.775
85	130.04443
86	216.50711
87	204.80833
88	175.96375
89	378.49332
90	261.88998
91	29.325
92	275.712
93	412.614
94	333.54572
95	359.96143
96	194.89249
97	212.46666
98	233.28601
99	305.28253
100	53.278515
101	99.726654
102	190.535
103	348.598
104	374.81598
105	145.54999
106	303.2475
107	0.3
108	518.05
109	8.0
110	294.895
111	257.55
112	166.57251
113	66.97
114	159.17
116	333.57
117	0.81
118	185.67665
119	442.87
122	441.885
123	415.0
124	192.79999
126	687.84
127	206.17499
128	161.51
129	0.79999995
130	185.815
132	54.465
134	42.594997
135	593.995
136	261.065
138	600.3
140	250.82251
143	284.99332
147	20.58
148	104.82
150	82.03
151	58.34
152	136.58
153	-0.48666668
154	481.12003
155	64.045
156	63.36
157	33.33
158	45.84667
159	120.46001
160	8.993333
161	320.38
162	8.63
163	9.235001
164	52.8
165	45.203335
166	17.045
167	92.83
168	37.328335
169	174.202
170	30.930002
171	35.041668
172	26.256668
174	64.31375
175	38.248
176	75.3675
177	293.6875
178	5.63
179	304.77252
180	46.79333
181	27.878332
182	173.9725
183	23.2925
184	39.768566
185	30.982
186	60.59
188	8.63
189	333.56
190	70.0
191	24.326668
192	641.02
193	64.17
196	588.8
197	676.905
199	16.335001
